@id,amenity,name,operator,brand,network,addr:street,addr:city,@lat,@lon
2867491077,atm,,Sabadell Atlántico,,Servired,,,40.4496893,-3.7033662
2867491078,atm,BBVA,BBVA,BBVA,Servired,,,40.4460655,-3.7037616
2867491082,atm,Santander,Banco Santander,Banco Santander,Telebanco 4B,,,40.4461225,-3.7033718
2867491086,atm,Santander,Banco Santander,Banco Santander,Telebanco 4B,,,40.4486452,-3.7035000
2867491094,atm,Santander,Banco Santander,Banco Santander,Telebanco 4B,,,40.4473240,-3.7035200
2868810919,atm,,BBVA,BBVA,Servired,,,40.4567657,-3.7074676
2868810920,atm,Santander,Banco Santander,Banco Santander,Telebanco 4B,,,40.4567398,-3.7068969
2874506560,atm,,,,,,,43.3466673,-8.4101392
2875924765,atm,,Euronet,Euronet,,,,28.0558123,-16.7354784
2877159494,atm,,,,,,,28.0504579,-16.7205465
2880444976,atm,Caixabank,Caixabank,Caixabank,ServiRed,,,40.4430576,-3.7024502
2880444990,atm,La Caixa,La Caixa,La Caixa,Servired,,,40.4417495,-3.7014634
2883045744,atm,Caixabank,Caixabank,Caixabank,Servired,,,40.4494822,-3.4687541
2886648220,atm,Popular,,,,,,28.0551394,-16.7331263
2887253632,atm,Caixabank,Caixabank,Caixabank,Servired,,,40.4509574,-3.7035823
2887253651,atm,Santander,Banco Santander,Banco Santander,Telebanco 4B,,,40.4495192,-3.7038018
2891563691,atm,,Kutxa Bank,,Euro 6000,,,40.4565218,-3.7082024
2895022695,atm,,Euronet,Euronet,,,,42.8817191,-8.5394580
2895146998,atm,,Telebanco 4B,,Telebanco 4B,,,43.3413278,-1.7543822
2895148218,atm,,Telebanco 4B,,Telebanco 4B,,,43.3432317,-1.7593524
2895149306,atm,,Telebanco 4B,,Telebanco 4B,,,43.3424943,-1.7608919
2901265245,atm,,,,,,,42.6172894,-6.4178968
2903360512,atm,,,,,,,42.4664532,-2.4432928
2921791585,atm,,,,,,,39.6043273,3.3874891
2921844491,atm,,,,,,,39.6128758,3.3908262
2922072173,atm,Banco Sabadell,Banco Sabadell,Banco Sabadell,Servired,,,41.6123754,0.6315271
2924347226,atm,Caixabank,Caixabank,Caixabank,Servired,,,40.4943484,-3.3588373
2925783740,atm,Banco Sabadell,Banco Sabadell,Banco Sabadell,,,,38.8363127,0.1089821
2953792865,atm,,Caixa,,,,,41.1911763,1.6043640
2955614537,atm,BitBase - Cajero Bitcoin,BitBase,,,Calle Serrano,,40.4322425,-3.6869357
2959795623,atm,Banco Santander,Banco Santander,Banco Santander,Telebanco 4B,,,40.4024342,-3.6960675
2965009133,atm,Banco Sabadell,Banco Sabadell,Banco Sabadell,,,,41.6087705,2.2907606
2969271211,atm,,Euronet Worldwide,,,Carrer de Provença,,41.4025384,2.1716572
2969276959,atm,,Cajamar,Cajamar,,,,41.4024063,2.1720356
2972098119,atm,,Bankia,,Servired,,,40.4543871,-3.7026272
2972104968,atm,,Bankia,,Servired,,,40.4543521,-3.7026387
2972168432,atm,Caixabank,Caixabank,Caixabank,Servired,,,40.4460319,-3.7041712
2972901503,atm,,,,,,,43.3806526,-2.9817948
2972901504,atm,,BBK,,,,,43.3807079,-2.9819528
2972901521,atm,,La Caixa,,,,,43.3813527,-2.9805005
2972901523,atm,,Ipar Kutxa,,,,,43.3813796,-2.9803703
2972993221,atm,,Caixa,,ServiRed,,,40.4320335,-3.7053314
2972995651,atm,,Ibercaja,Ibercaja,Euro 6000,Calle de San Bernardo,,40.4311365,-3.7050438
2980037977,atm,Abanca,Abanca,Abanca,Servired,,,40.1275895,-5.7007342
2987420968,atm,Bankinter,Bankinter,Bankinter,,,,41.3869723,2.1513334
2991981053,atm,,Euronet,,Telebanco 4B,Carrer Girona - Calle Gerona,Benidorm,38.5366264,-0.1091897
2993001447,atm,,Santander,,Telebanco 4B,,,40.2529570,-3.8279100
2993001458,atm,,Banco Popular,,Telebanco 4B,,,40.2520103,-3.8294808
2993001459,atm,,Bankia,,Servired,,,40.2519427,-3.8293279
2993001473,atm,,La Caixa,La Caixa,Servired,,,40.2522724,-3.8292608
2993001484,atm,,Ibercaja,Ibercaja,Euro 6000,,,40.2525267,-3.8289480
2993062502,atm,,Telebanco 4B,,Telebanco 4B,,,43.3110473,-1.6896831
2996527383,atm,,La Caixa,La Caixa,Servired,,,40.1868856,-3.7780982
3007291676,atm,Caixer automàtic Banc de Sabadell,Banco Sabadell,Banco Sabadell,,,,41.5187032,1.7079597
3007298309,atm,Caixer automàtic BBVA,BBVA,BBVA,,Carrer Bartomeu,,41.5183194,1.7062369
3016685022,atm,,Santander,,,,,43.2884288,-5.6689649
3019662363,atm,BBVA,BBVA,BBVA,Servired,,,40.4397032,-3.6448141
3023352800,atm,Sabadell,Banc Sabadell,,Servired,,,38.1936553,-0.5812515
3048791768,atm,BBVA,BBVA,BBVA,,,,40.4257680,-3.5637857
3048791774,atm,Kutxabank,Kutxabank,Kutxabank,,Avenida de la Constitución,,40.4257851,-3.5654469
3050930014,atm,Abanca,Abanca,Abanca,Servired,,,43.3603806,-5.8484020
3059309495,atm,Caixabank,Caixabank,Caixabank,,,,36.9367375,-2.1312242
3059907915,atm,,Telebanco 4B,,Telebanco 4B,,,43.3397014,-1.7931600
3059907916,atm,,Servired,,,,,43.3395796,-1.7934822
3060837538,atm,Caixabank,Caixabank,Caixabank,Servired,,,40.4459343,-3.7282783
3062858678,atm,,Banco Santander,Banco Santander,Telebanco 4B,,,42.7390390,-8.6592468
